"gene_id"	"RNA.seq.sample2"	"RNA.seq.sample1"
"ENSG00000215014.4"	1.73312913473757	0.914856019892221
"ENSG00000228594.3"	5.7101406190047	5.70538116895945
"ENSG00000272106.1"	3.4452725138147	2.85265770085588
"ENSG00000197530.12"	4.110627152991	4.02694193414118
"ENSG00000189409.12"	0.24679943357089	0.235600294997733
"ENSG00000248333.8"	3.27183427649829	2.98684177517475
"ENSG00000189339.11"	3.9745107771454	3.74426480825726
"ENSG00000268575.1"	0.0103004507493944	0.0344844134585912
"ENSG00000227775.3"	0.383723745959894	0.229660432195885
"ENSG00000215790.6"	1.99826550278255	1.75452126539557
"ENSG00000008130.15"	4.16282386455077	3.94611766060385
"ENSG00000078369.17"	5.52727781762821	5.25375318321099
"ENSG00000231050.1"	1.86202855892357	2.61458673165279
"ENSG00000169885.9"	1.27473452564825	0.91841737956065
"ENSG00000178821.12"	0.604571591900452	0.138054633579162
"ENSG00000142609.17"	0.0175425980536239	0.0353165143235434
"ENSG00000067606.15"	0.211356056850979	0.154194756563606
"ENSG00000182873.5"	2.09765618270041	2.25647217748783
"ENSG00000162585.16"	3.19149468786605	3.10126751489048
"ENSG00000234396.3"	0.86634596702344	1.06411369116325
"ENSG00000157933.9"	4.64991043160807	4.39574411248983
"ENSG00000116151.13"	2.68238754565517	2.45765168947063
"ENSG00000157916.18"	6.08979017076648	5.87034276963654
"ENSG00000157911.9"	3.89404973000472	3.79135419253759
"ENSG00000149527.17"	0.0600496369082406	0.0688673616822978
"ENSG00000224387.1"	0.476882401035866	0.234302154482573
"ENSG00000229393.1"	0.310482816678253	0.216778797492366
"ENSG00000157881.13"	3.64477083099304	3.53455029661739
"ENSG00000272449.1"	0.703662742196023	0.593937615582151
"ENSG00000238164.6"	0.25541807744587	0.162066955217252
"ENSG00000157873.17"	2.98675683147492	2.84714670219475
"ENSG00000225931.3"	0.898294877002359	0.868954218129658
"ENSG00000228037.1"	0.171615139702856	0.360993785101041
"ENSG00000157870.14"	5.53437963178892	5.56769941820299
"ENSG00000142606.15"	0.0211722700600118	0.0228601348090309
"ENSG00000215912.11"	0.30274471208537	0.216507804402696
"ENSG00000142611.16"	0.0141115228661942	0.00329800412174161
"ENSG00000272235.1"	0.625477736464166	0.709460366679816
"ENSG00000130762.14"	0.0201663978421758	0.00911275510115319
"ENSG00000162591.15"	1.07888719574179	1.09800842276382
"ENSG00000238260.1"	0.786793150608999	0.626770614665713
"ENSG00000158109.14"	5.10411376516582	5.00790127307125
"ENSG00000116213.15"	3.02087824721319	2.97277000345679
"ENSG00000078900.14"	0.809581168724245	0.663592497177288
"ENSG00000227372.10"	4.40951289672281	4.39726763772148
"ENSG00000235169.7"	1.88922715181736	1.7577910550575
"ENSG00000130764.9"	4.65641999409707	4.45653714926022
"ENSG00000272153.1"	1.12375449679097	1.95092861880872
"ENSG00000116198.12"	3.03997701753804	2.78449529236994
"ENSG00000169598.15"	2.0935953366174	1.86236115004698
"ENSG00000198912.10"	4.35261388123474	4.32532482135962
"ENSG00000236423.5"	2.42659381344899	2.30838198703531
"ENSG00000232596.2"	0.0159495052259187	0.0107887532430114
"ENSG00000196581.10"	0.00261962397781809	0.00176934711993204
"ENSG00000236948.1"	0.0155424595177451	0.00301152096386654
"ENSG00000131697.17"	2.48888991359356	2.21129884088976
"ENSG00000069424.14"	3.04462529167816	2.78101092989398
"ENSG00000116254.17"	0.125813915473971	0.130919030244299
"ENSG00000116251.9"	5.36744823879086	5.24295419959269
"ENSG00000158286.12"	4.22569127185677	3.93628048372392
"ENSG00000116237.15"	5.84408384374133	5.56320449586884
"ENSG00000225077.2"	0.434714106405028	0.923707052641018
"ENSG00000158292.6"	4.56693758657719	4.32336787181016
"ENSG00000097021.19"	2.97287180157308	2.80660265118478
"ENSG00000271746.1"	1.55823633919947	1.14550918156122
"ENSG00000069812.11"	0.0578029867100988	0.0585298583038861
"ENSG00000187017.14"	0.038975620094699	0.0329653368653374
"ENSG00000215788.9"	3.91633860739952	3.68173200655405
"ENSG00000171680.20"	2.66370394865331	2.57988448764789
"ENSG00000162408.10"	4.47816828908569	4.29487061678293
"ENSG00000173662.19"	0.0291074814481052	0.0583641470301312
"ENSG00000204859.11"	4.23668480415064	4.01610470617373
"ENSG00000162413.16"	4.23145372712361	4.08399386463404
"ENSG00000116273.5"	5.37710794025288	5.31441840538609
"ENSG00000041988.15"	3.49402384685332	3.4025199772189
"ENSG00000007923.15"	3.86171482663042	3.59112781895878
"ENSG00000228750.6"	0.0974482404217671	0.0446823569547055
"ENSG00000237436.1"	1.50666737880643	0.61626601382859
"ENSG00000171735.18"	1.08022442237396	0.990171898842358
"ENSG00000049245.12"	6.1558276592367	5.99566819763313
"ENSG00000049246.14"	2.4066805998949	2.44959707012521
"ENSG00000236266.1"	0.0209753657513491	0.0559661667127368
"ENSG00000049247.13"	0.378681759252982	0.155095255900009
"ENSG00000049249.8"	0.973978733284631	1.01658844504281
"ENSG00000116288.12"	4.69154522655995	4.54651929808653
"ENSG00000116285.12"	6.89790988956501	6.95010064556768
"ENSG00000238290.1"	1.03133423054297	0.777100706034337
"ENSG00000232848.1"	0.781643036940451	0.873702764259068
"ENSG00000229305.1"	0.510881060679803	0.080498060982469
"ENSG00000227634.2"	0.507177260366397	0.368559688871266
"ENSG00000162426.14"	1.79772573261586	1.62292238063797
"ENSG00000142599.17"	2.88909906926967	2.61814733122142
"ENSG00000232912.5"	0.358997025171165	0.320582003064671
"ENSG00000226545.1"	0.165225133389917	0.576853258003591
"ENSG00000074800.13"	9.728500554945	9.58916789928085
"ENSG00000230679.1"	0.669642796318509	0.71206082709695
"ENSG00000238249.2"	3.21075933538566	3.00999916467817
"ENSG00000232208.2"	0.439091061220115	1.28762551248716
"ENSG00000131686.14"	0.0184262720362976	0.0165996062576181
"ENSG00000197241.3"	0.00781788339124924	0.0210186602362672
"ENSG00000142583.17"	0.0499007764914474	0.0626172077541281
"ENSG00000180758.11"	2.59476041577553	2.62184486276901
"ENSG00000228526.4"	4.64621534894994	4.38853382830351
"ENSG00000234546.3"	2.46586549144269	2.59278384693913
"ENSG00000281937.1"	3.40374035594516	3.74057395299387
"ENSG00000049239.12"	5.95755295057127	5.75090355571719
"ENSG00000171621.13"	3.99529207008265	3.62754248102969
"ENSG00000171612.6"	2.26821050800192	1.96941669598633
"ENSG00000188807.12"	3.82505649462096	3.65297303104247
"ENSG00000171608.15"	1.92582797365715	1.77456603872164
"ENSG00000233268.3"	0.0970815401712467	0.248537201986289
"ENSG00000231789.2"	0.809961470525755	0.787853587476747
"ENSG00000171603.16"	4.59425265159171	4.32423086002068
"ENSG00000178585.14"	3.12831783145767	2.87271218416226
"ENSG00000162441.11"	3.89907901156633	3.91757534182792
"ENSG00000173614.13"	2.22976817052435	2.04509703892244
"ENSG00000162444.11"	0.246535888192376	0.0880268471338158
"ENSG00000130939.18"	3.28065248121038	2.995232959675
"ENSG00000054523.17"	3.09123942030485	2.94300092311222
"ENSG00000142657.20"	5.58348892649981	5.3486757922101
"ENSG00000271989.1"	1.17437651189537	1.04327578748802
"ENSG00000251503.8"	0.734996493052547	0.56863648568187
"ENSG00000160049.11"	5.35384708551701	5.27462745923552
"ENSG00000142655.12"	2.73419782403154	2.39826440763141
"ENSG00000130940.14"	0.123263421072821	0.114254829748825
"ENSG00000272078.1"	0.011920404121274	0.047696328288921
"ENSG00000175262.14"	0.0548188908981369	0.0472345685936284
"ENSG00000215785.2"	0.205032296138208	0.694823953538052
"ENSG00000120948.15"	0.0254417440662515	0.0172278986495918
"ENSG00000277726.4"	1.95365859993296	1.85291269603626
"ENSG00000009724.16"	0.195486308203872	0.113235317504314
"ENSG00000116649.9"	6.81032634489675	6.6055523978534
"ENSG00000171824.13"	4.59204414375803	4.4233925397987
"ENSG00000226849.1"	1.25111381770816	0.880179878218348
"ENSG00000230337.1"	0.648734248842805	1.21687189259995
"ENSG00000198793.12"	3.41619467651225	3.1764048012722
"ENSG00000120942.13"	3.25406324716538	3.01249685848075
"ENSG00000204624.7"	2.1430068697251	2.08281092412116
"ENSG00000235643.1"	0.638352801396148	0.913970134618396
"ENSG00000116661.9"	0.787256296404234	0.650623824226821
"ENSG00000132879.13"	3.35491736157437	3.27910687938305
"ENSG00000116663.10"	0.425148266448398	0.319542034892853
"ENSG00000116670.14"	4.3524696914967	4.2072019492618
"ENSG00000162490.6"	0.164891173638407	0.254888298012444
"ENSG00000177674.15"	4.13890818995476	3.95667917478947
"ENSG00000215910.7"	0.0384751311136171	0.00874966170512743
"ENSG00000177000.10"	4.14664606880939	4.05554169576918
"ENSG00000011021.21"	3.49592843341341	3.20841887313027
"ENSG00000242349.5"	2.00505038002749	1.56720798452288
"ENSG00000120937.8"	0.954811757503766	0.428236798194435
"ENSG00000116685.15"	5.8622786763463	5.76797939989831
"ENSG00000083444.16"	5.65890464040122	5.53288814682966
"ENSG00000116688.16"	5.36916380234617	5.18023783609439
"ENSG00000116691.10"	3.64352291675557	3.55343761498527
"ENSG00000120949.14"	0.0591179379499005	0.0445783890885116
"ENSG00000028137.16"	3.60505800264991	3.4173350812611
"ENSG00000048707.13"	2.69542828813293	2.46704859228721
"ENSG00000162496.8"	1.67705708269612	1.53180016352928
"ENSG00000272482.1"	1.49305294851768	1.78694632609198
"ENSG00000204518.2"	0.144822346205526	0.182811862267731
"ENSG00000179172.8"	0.0107802859349573	0.0097090451364054
"ENSG00000232423.5"	0.00151163969435265	0.00407913221998343
"ENSG00000162494.5"	0.0046131948229528	0.0124259832186457
"ENSG00000162493.16"	1.48015934258709	1.44405038329931
"ENSG00000116731.22"	3.08498970529681	2.95578042700689
"ENSG00000234593.2"	0.0458876440642972	0.0283401171071604
"ENSG00000189337.15"	1.51796503095609	1.22947267495032
"ENSG00000175147.11"	0.695271041169242	0.596163610868227
"ENSG00000171729.13"	3.77255372575714	3.40009820110725
"ENSG00000204464.7"	0.124035799393951	0.101307104889346
"ENSG00000278480.1"	1.43417710658212	1.36762059899335
"ENSG00000142621.19"	0.127604781397556	0.130992233944206
"ENSG00000228140.1"	0.183704634807034	0.582807435144793
"ENSG00000142634.12"	4.8468541673026	4.68703705428116
"ENSG00000162438.11"	0.781299845842434	0.659184528265927
"ENSG00000142615.7"	0.0348515978390149	0.046868547594871
"ENSG00000215704.9"	0.014104684486016	0.0470759664495672
"ENSG00000132906.17"	2.06633302505568	1.84623637211895
"ENSG00000116138.12"	3.10518743854304	2.94498143284705
"ENSG00000116771.5"	0.0418681354459396	0.0562576488023623
"ENSG00000237301.1"	0.237543436769809	0.145809161599055
"ENSG00000235084.3"	2.78303856120371	1.53186080964205
"ENSG00000197312.11"	3.25279252085663	3.01843592987141
"ENSG00000116786.11"	4.21280075262351	4.023421771313
"ENSG00000237938.5"	0.0743040817624033	0.140077455202329
"ENSG00000162461.7"	1.74759505312706	1.53458064715491
"ENSG00000224459.1"	0.0715883688913808	0.0245682984820853
"ENSG00000162460.6"	0.0635533201202106	0.0432179313986847
"ENSG00000162458.12"	4.11010648470019	3.87750574846095
"ENSG00000224321.1"	2.27303440873994	0.427732590250851
"ENSG00000233954.6"	2.4082129162608	1.4772443816015
"ENSG00000178715.8"	3.30200946199257	4.0729393647873
"ENSG00000179743.4"	1.81866938337547	1.65621066046293
"ENSG00000065526.10"	3.94459286687707	3.72500714608837
"ENSG00000116809.11"	2.62388165047563	2.33685244476813
"ENSG00000183888.4"	1.21081729811069	1.24400096182769
"ENSG00000186510.11"	0.347436348990282	0.209145717945304
"ENSG00000232456.1"	0.0726100036859532	0.049426134947142
"ENSG00000184908.17"	0.163418207619427	0.0529408252461048
"ENSG00000185519.8"	0.369676362415955	0.132166958674193
"ENSG00000142627.12"	5.8736350815419	5.65135986824308
"ENSG00000227959.1"	2.65960960977956	2.75403072091108
"ENSG00000224621.1"	2.97962230119011	2.51484952702657
"ENSG00000142632.16"	3.62599446958196	3.44192070401858
"ENSG00000237276.8"	1.10921386189307	1.62252581902686
"ENSG00000132881.11"	2.35136636977676	2.52007808560493
"ENSG00000233929.1"	1.59442498518215	2.8805425711255
"ENSG00000037637.10"	3.43636299312826	3.17008198770852
"ENSG00000055070.16"	5.22649816753554	5.0627180836486
"ENSG00000226457.1"	0.989876856216919	1.22129376516565
"ENSG00000187144.11"	0.0769164274808014	0.0801727611909349
"ENSG00000157191.19"	4.78341450008373	4.5894046161458
"ENSG00000226029.1"	2.7727374021638	2.31409679950103
"ENSG00000080947.14"	3.34105430757817	3.17637868660154
"ENSG00000261135.1"	0.645306843231895	0.204578125789156
"ENSG00000233421.4"	2.15365786107307	1.7190671043325
"ENSG00000225710.1"	0.0458146426893887	0.177241369812106
"ENSG00000219481.10"	4.11996379720884	4.10183864116716
"ENSG00000215908.8"	4.15620512304651	3.9468873039939
"ENSG00000186301.8"	1.24374714784682	1.24891546521107
"ENSG00000280114.1"	1.92525002239874	2.39028501601527
"ENSG00000268869.5"	0.0218526110539104	0.0221308798142814
"ENSG00000282740.1"	0.0168612777058908	0.0888237277191585
"ENSG00000058453.16"	1.25243180975415	1.15629733661643
"ENSG00000186715.10"	0.12415055409935	0.0774659080938776
"ENSG00000223643.6"	0.0933673920079219	0.345806610858894
"ENSG00000238142.1"	1.16267813463513	1.95955912096932
"ENSG00000272426.1"	0.893516283825908	1.34730453231826
"ENSG00000117122.13"	0.0831253518477713	0.0380124611556418
"ENSG00000226526.1"	0.100017235559652	0.0368219402103341
"ENSG00000159363.17"	2.66503483746593	2.51456635277404
"ENSG00000117118.9"	3.56919148019677	3.48716959287167
"ENSG00000117115.12"	0.216182902176631	0.161932497118208
"ENSG00000204362.6"	1.17799963503345	0.994830985826396
"ENSG00000282843.1"	0.0210941500449818	0.0836164818893679
"ENSG00000142623.9"	0.312657591040206	0.319850506255762
"ENSG00000142619.4"	0.132547141304807	0.132588642811791
"ENSG00000159339.13"	0.00967862415992207	0.0173807031524025
"ENSG00000179051.13"	6.22344695485878	6.02954219893785
"ENSG00000074964.16"	2.07783091521944	1.87188223891224
"ENSG00000236648.1"	0.00558375471601214	0.0224892514578505
"ENSG00000117148.7"	0.00753391682951508	0.00339624343727196
"ENSG00000117154.11"	0.0020004738939194	0.00360003612840333
"ENSG00000179023.8"	0.595616531937312	1.14804225900651
"ENSG00000009709.11"	0.00611829812110994	0.00206850491198971
"ENSG00000255275.3"	0.0199765736868202	0.0202311203328819
"ENSG00000169991.10"	1.25164583718142	0.876378498191415
"ENSG00000272084.1"	2.93779925546063	1.88137097570641
"ENSG00000127481.14"	5.51097790991223	5.26161964506058
"ENSG00000230424.1"	2.02578763934358	1.86499177196787
"ENSG00000127463.13"	5.40407040015539	5.28808854174414
"ENSG00000053372.4"	5.81191447426886	5.67086475749481
"ENSG00000211454.13"	1.74331875384716	1.69792396796841
"ENSG00000162482.4"	2.02445776202255	1.7221332161152
"ENSG00000053371.12"	5.29674892801767	5.16792138252691
"ENSG00000040487.12"	3.6965987730402	3.69428248598254
"ENSG00000077549.17"	4.46706268907688	4.20650559025977
"ENSG00000235185.1"	0.169222538397305	0.138604072802207
"ENSG00000270136.5"	0.148822175612164	0.0815360115598394
"ENSG00000158747.13"	1.32418770943006	1.24471308959238
"ENSG00000158748.3"	0.189471976512414	0.0830131486191015
"ENSG00000162542.13"	3.16558170432422	2.80106337962082
"ENSG00000169914.5"	3.2710227903579	3.11574538954382
"ENSG00000127472.10"	0.0255756117815632	0.0419734365783629
"ENSG00000117215.14"	0.0234914963569888	0.0928948288900983
"ENSG00000158816.15"	0.0662292019991154	0.0113953045042454
"ENSG00000226664.1"	0.159216296472465	0.121067077761939
"ENSG00000236963.6"	0.022830456236297	0.01716221277881
"ENSG00000162545.5"	6.07197464321563	5.85803365398057
"ENSG00000090432.6"	4.74001424472546	4.59290434762159
"ENSG00000158825.5"	1.26312725491324	0.924052560466806
"ENSG00000158828.5"	5.35855079577761	5.07842326717587
"ENSG00000117242.7"	3.41644169323895	3.21423826194133
"ENSG00000244038.9"	7.23146079080899	7.06101387165776
"ENSG00000117245.12"	0.994537979783956	1.0260855182663
"ENSG00000189410.11"	4.03833508726306	3.86405100299051
"ENSG00000233069.1"	0.861504213033696	0.960227375659538
"ENSG00000127483.17"	5.87910330370446	5.75622066220713
"ENSG00000075151.20"	3.62509550439582	3.45410474083194
"ENSG00000117298.14"	4.15158433150368	3.8752030160072
"ENSG00000236936.1"	0.146693053563542	0.519652225023286
"ENSG00000231105.1"	0.45089286095897	0.363837505569956
"ENSG00000227001.3"	1.99880377974666	1.95731316899525
"ENSG00000142794.18"	3.44034216474508	3.40103038804233
"ENSG00000162551.13"	0.33684953940851	0.278693957526931
"ENSG00000233431.1"	0.179848616521289	0.0508266662139376
"ENSG00000076864.19"	0.353129287931776	0.29733320007103
"ENSG00000090686.15"	3.53823536477455	3.37991624402588
"ENSG00000187942.11"	0.120327015613743	0.018707458985785
"ENSG00000142798.17"	4.65943220143791	4.52846119216404
"ENSG00000219073.7"	0.0166147172380919	0.011239561614027
"ENSG00000142789.19"	0.0328211659746879	0.148948362883198
"ENSG00000228397.2"	0.383042637809806	0.317759075505408
"ENSG00000218510.6"	3.50852711421765	3.40232517515698
"ENSG00000070831.15"	5.82989559551692	5.74525507597614
"ENSG00000271840.1"	4.25402445425097	4.09184127764351
"ENSG00000162552.14"	0.0726657713833481	0.0361414253969025
"ENSG00000234397.3"	0.593631529287214	0.426227116782891
"ENSG00000184677.16"	3.01944509518349	2.89894190977431
"ENSG00000070886.10"	0.0400557725608119	0.0181687617826014
"ENSG00000133216.16"	2.83577867696439	2.6053488060125
"ENSG00000227868.5"	0.458800824004561	0.265726943592573
"ENSG00000004487.15"	4.07128195398566	3.87607304295823
"ENSG00000240553.1"	0.767681628505249	0.673677791344935
"ENSG00000169641.13"	3.9153101772667	3.63889026649153
"ENSG00000179546.4"	1.62106647234236	1.31686981725764
"ENSG00000261326.2"	3.55643290919043	4.03626762160782
"ENSG00000125944.18"	5.30457180690112	5.36496960797978
"ENSG00000125945.14"	4.0948103614303	3.87486991149593
"ENSG00000249087.6"	3.19354896289242	2.78423862991388
"ENSG00000271420.1"	1.23177999284043	1.35670423201826
"ENSG00000204219.9"	1.04516403354498	0.76616610167368
"ENSG00000088280.18"	3.08352969941922	2.84536338725611
"ENSG00000007968.6"	2.69273600664958	2.50054020510156
"ENSG00000235052.1"	1.46557371847736	1.62929804674083
"ENSG00000117318.8"	8.18459361341976	8.3593285074917
"ENSG00000197880.8"	0.0421917630316858	0.0566903354693634
"ENSG00000229239.2"	0.0180146903109349	0.0481481926084428
"ENSG00000142676.12"	8.13723723813154	8.08089494601193
"ENSG00000011007.12"	5.03041971966422	4.82275808489592
"ENSG00000236810.5"	2.48765506927504	2.36345188447714
"ENSG00000057757.9"	4.76061686875749	4.737278048264
"ENSG00000011009.10"	6.40401044924413	6.23465076660559
"ENSG00000117308.14"	6.43521571993656	6.36633011047901
"ENSG00000117305.14"	2.89248819472514	2.81170720312814
"ENSG00000179163.11"	3.5524835884549	3.50921915229794
"ENSG00000188822.7"	0.0739830610879247	0.0448579788641233
"ENSG00000189266.11"	4.55931603363872	4.47038059860593
"ENSG00000188529.14"	2.8207890473371	2.8685405302787
"ENSG00000225315.2"	0.0272536218142428	0.00529801419098028
"ENSG00000142661.18"	0.108448731888898	0.140667028572038
"ENSG00000142677.3"	0.821190491817578	0.632632457340645
"ENSG00000185436.11"	0.015945047454268	0.00719944032943624
"ENSG00000232298.2"	0.263951861056847	0.145469018378479
"ENSG00000158055.15"	0.0664518335801571	0.0788397365068109
"ENSG00000001460.17"	1.52205976920122	1.34352283531732
"ENSG00000001461.16"	3.743121395669	3.45847968532322
"ENSG00000117602.11"	2.26782001077519	2.1348027947679
"ENSG00000264443.1"	0.0208266524761619	0.0418799814050804
"ENSG00000184454.6"	0.0235694307898508	0.0227416543802838
"ENSG00000133226.16"	4.82323302622459	4.69232585355544
"ENSG00000169504.14"	5.89484274577922	5.97537493233631
"ENSG00000020633.18"	2.15650998119894	1.96713847801067
"ENSG00000229162.1"	0.4406019358789	0.901655594301057
"ENSG00000233755.1"	0.0181044407960397	0.0312906988202553
"ENSG00000117614.9"	3.22286131947395	3.31984488639425
"ENSG00000117616.17"	3.00701826116864	2.88052958055516
"ENSG00000272432.1"	1.19595774818467	0.431543565840345
"ENSG00000187010.18"	0.012394539900445	0.0208612190377579
"ENSG00000183726.10"	4.44307516852495	4.36494302423585
"ENSG00000188672.16"	0.160862102120161	0.203921081624188
"ENSG00000238084.4"	1.20781421910589	1.46931792375301
"ENSG00000204178.9"	2.56963422577105	2.44563064649507
"ENSG00000157978.11"	4.34887900390418	4.02464132075308
"ENSG00000225643.1"	0.949216270884533	0.65202688702275
"ENSG00000117643.14"	0.499125242941405	0.388102731415164
"ENSG00000162430.16"	4.29079493027315	4.1003716251967
"ENSG00000255054.3"	0.205421509002867	0.150836220921093
"ENSG00000228172.5"	1.01478047426852	0.774005032899243
"ENSG00000117640.17"	3.82541942860321	3.71356577561128
"ENSG00000127423.10"	2.41599622994187	2.1297799018172
"ENSG00000236528.1"	0.891415727360438	0.811426082817177
"ENSG00000182749.5"	5.39337060289564	5.08029749386562
"ENSG00000117632.20"	6.45780525375337	6.36196470127384
"ENSG00000158006.13"	2.6747409386415	2.39613864565588
"ENSG00000158008.9"	0.321032725538667	0.407477187494673
"ENSG00000158014.14"	0.020197963077898	0.0801366069447408
"ENSG00000158022.6"	0.0105062146270262	0.0282021922805105
"ENSG00000175087.9"	1.95702894011703	2.39111576090882
"ENSG00000197245.5"	0.354643476778988	0.309736082049433
"ENSG00000236782.6"	0.217740218222421	0.1020988204658
"ENSG00000142684.7"	4.60462860020308	4.64025228637323
"ENSG00000142675.17"	0.633841855139571	0.559842780441406
"ENSG00000236155.6"	0.026715292045508	0.0120870812566838
"ENSG00000278572.1"	0.260795510395483	0.236809385719206
"ENSG00000130695.13"	3.93420320880522	3.67932187086013
"ENSG00000142669.13"	9.40166117700304	9.40147296590717
"ENSG00000158062.20"	3.36620528780709	3.13805385815012
"ENSG00000169442.8"	0.708557089111477	0.892514257257337
"ENSG00000176092.13"	0.524535260095086	0.422884197893239
"ENSG00000176083.17"	0.0139489508610907	0.0737945508071054
"ENSG00000131914.10"	0.101258164441143	0.075269030901472
"ENSG00000117682.16"	3.875796925942	3.66371077321237
"ENSG00000223583.1"	1.39968757505957	1.53432836713859
"ENSG00000225891.1"	2.39503071483288	1.62849395162307
"ENSG00000198830.10"	8.41686929228537	8.39643119661065
"ENSG00000117676.13"	3.02444151950062	2.7792161817105
"ENSG00000260063.1"	2.50992347498438	2.15921224352415
"ENSG00000117713.17"	4.92655666038422	4.5774460710662
"ENSG00000060642.10"	3.93566172230751	3.68074842715243
"ENSG00000204160.11"	3.62593357528063	3.43201805301274
"ENSG00000175793.11"	0.814700623716191	0.822666200379527
"ENSG00000142751.14"	4.58883741801071	4.36894861096632
"ENSG00000198746.12"	3.29229186851734	3.24126587931582
"ENSG00000090273.13"	4.07088290108163	3.81508845767322
"ENSG00000131910.4"	0.203643279280523	0.268710970562942
"ENSG00000225294.1"	0.645306843231895	0.465580970218681
"ENSG00000253368.3"	7.1000656792259	6.91338835095766
"ENSG00000158246.7"	3.84561374624965	3.64238955443133
"ENSG00000090020.10"	4.28924712922295	4.11549078077829
"ENSG00000214973.3"	0.666290610914033	1.21484243946287
"ENSG00000225159.1"	1.52488476009775	1.7401036740261
"ENSG00000224311.1"	0.0340266608890714	0.133153478786185
"ENSG00000142784.15"	3.23477991515572	3.04933615589675
"ENSG00000243659.1"	2.68603673300228	2.22345905408832
"ENSG00000186501.14"	4.66636029798178	4.50813097307312
"ENSG00000142765.17"	0.975744534821573	1.13218126249927
"ENSG00000142733.14"	5.11102688699674	4.93987871317508
"ENSG00000142748.12"	0.0918790407033124	0.0420846827987799
"ENSG00000174950.10"	0.12345342747727	0.0568829598965805
"ENSG00000181773.6"	2.53065379540883	2.52263906741655
"ENSG00000158195.10"	4.59337475188239	4.4373094531611
"ENSG00000237429.1"	0.366885174942544	0.400475841540986
"ENSG00000126705.13"	3.98086191731664	3.76242519795554
