set_name	primary_diagnosis	gsva_score	sd	up_down
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	cell_line1	0.248973459452852	0.00309385772809543	red
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	cell_line2	0.350356009057989	0.00913078227659966	red
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	cell_line1	0.0829586321393	0.00411022381174758	red
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	cell_line2	0.207956298917353	0.00638696291455946	red
ABRAMSON_INTERACT_WITH_AIRE	cell_line1	0.361937737062689	0.0041886990160423	red
ABRAMSON_INTERACT_WITH_AIRE	cell_line2	0.386031742155973	0.00318925015804966	red
ACEVEDO_LIVER_CANCER_DN	cell_line1	0.140703626957555	0.00345835327294931	red
ACEVEDO_LIVER_CANCER_DN	cell_line2	0.165858519259098	0.00604280056199093	red
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	cell_line1	-0.0135427913537826	0.00374629060338588	blue
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	cell_line2	-0.00258774629452005	0.00518789145595817	blue
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP	cell_line1	-0.0956086523457676	0.00137527819017631	blue
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP	cell_line2	-0.0746395902448795	0.00743648864600382	blue
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN	cell_line1	0.0317048991308153	0.0030601888798335	red
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN	cell_line2	-0.0275022887845608	0.00598837196874979	blue
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	cell_line1	-0.145549162100448	0.00346847017076921	blue
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	cell_line2	-0.0530561252771781	0.00574304645552134	blue
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	cell_line1	0.0752598818812351	0.000663731992102876	red
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	cell_line2	0.105656723140328	0.00265330116607669	red
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	cell_line1	0.2252822629477	0.00310596669117544	red
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	cell_line2	0.212221824282421	0.00647493197041359	red
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	cell_line1	0.172700024265667	0.00653560086760608	red
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	cell_line2	0.185216785491616	0.00917022606041813	red
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	cell_line1	0.146972851632466	0.00174841404811284	red
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	cell_line2	0.190120622137763	0.00703352817134608	red
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	cell_line1	0.208987651484887	0.00122385373028377	red
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	cell_line2	0.174219353665872	0.000643194284164433	red
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	cell_line1	0.18469183830189	0.000415178326687347	red
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	cell_line2	0.193725693735823	0.00151061514213217	red
AFFAR_YY1_TARGETS_DN	cell_line1	0.148331553745264	0.00209750478162147	red
AFFAR_YY1_TARGETS_DN	cell_line2	0.182683323063622	0.00246226286098465	red
AFFAR_YY1_TARGETS_UP	cell_line1	0.0538161772193838	0.00797933431364407	red
AFFAR_YY1_TARGETS_UP	cell_line2	0.0785672523603345	0.000360787259902823	red
AGARWAL_AKT_PATHWAY_TARGETS	cell_line1	0.0811754574635888	0.00366110040441968	red
AGARWAL_AKT_PATHWAY_TARGETS	cell_line2	0.100353132800938	0.00450546432143182	red
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN	cell_line1	0.203999509630343	0.00121933470325065	red
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN	cell_line2	0.165821150902342	0.00026430494043408	red
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP	cell_line1	0.260521829933676	0.000553168259069183	red
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP	cell_line2	0.258716054079185	0.00333867809226656	red
AIGNER_ZEB1_TARGETS	cell_line1	-0.0873835220161263	0.00127156551612824	blue
AIGNER_ZEB1_TARGETS	cell_line2	-0.232703772880042	0.00300820260909439	blue
AIYAR_COBRA1_TARGETS_DN	cell_line1	0.230312838114747	0.0002293948813242	red
AIYAR_COBRA1_TARGETS_DN	cell_line2	0.246624203045565	0.000722998873717136	red
AIYAR_COBRA1_TARGETS_UP	cell_line1	0.159343396505624	0.00845430849029122	red
AIYAR_COBRA1_TARGETS_UP	cell_line2	0.225657807810807	0.00315462328901673	red
AKL_HTLV1_INFECTION_DN	cell_line1	0.0618011795487679	0.00143178487756796	red
AKL_HTLV1_INFECTION_DN	cell_line2	0.0595985050206391	0.0147691760476982	red
AKL_HTLV1_INFECTION_UP	cell_line1	0.247646563291333	0.00849543137435582	red
AKL_HTLV1_INFECTION_UP	cell_line2	0.166461728187998	0.00452494470770709	red
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	cell_line1	0.0602704220649393	0.00680296382389132	red
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	cell_line2	0.0870864805978981	0.00202732145262794	red
ALCALAY_AML_BY_NPM1_LOCALIZATION_UP	cell_line1	0.0513070676439904	0.00185892367827843	red
ALCALAY_AML_BY_NPM1_LOCALIZATION_UP	cell_line2	0.090704006661411	0.0022099093197341	red
ALCALA_APOPTOSIS	cell_line1	0.226295290503199	0.00924936111707898	red
ALCALA_APOPTOSIS	cell_line2	0.221573601991702	0.000661756000764837	red
ALFANO_MYC_TARGETS	cell_line1	0.200409196030482	0.00179265433174114	red
ALFANO_MYC_TARGETS	cell_line2	0.259606857729879	0.00324090570689266	red
ALONSO_METASTASIS_DN	cell_line1	-0.0264940500049804	0.000278927912862275	blue
ALONSO_METASTASIS_DN	cell_line2	0.0161615299216832	6.90826872984913e-05	red
ALONSO_METASTASIS_EMT_DN	cell_line1	-0.153174154026812	0.00218672058114338	blue
ALONSO_METASTASIS_EMT_DN	cell_line2	-0.272294409688194	0.00516007754974864	blue
ALONSO_METASTASIS_EMT_UP	cell_line1	0.270829948407949	0.000277903038629585	red
ALONSO_METASTASIS_EMT_UP	cell_line2	0.319308075994898	0.0154192562730582	red
ALONSO_METASTASIS_NEURAL_UP	cell_line1	0.193528640439878	0.0045063680000306	red
ALONSO_METASTASIS_NEURAL_UP	cell_line2	0.210737969941728	0.012166471047429	red
ALONSO_METASTASIS_UP	cell_line1	0.295636946288094	0.00343932817853286	red
ALONSO_METASTASIS_UP	cell_line2	0.273616064891711	0.00479932676877223	red
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	cell_line1	0.0138156023432161	0.0100933412120451	red
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	cell_line2	0.0531505755846179	0.000309735044288115	red
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	cell_line1	0.0470134163700256	0.00653304931420162	red
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	cell_line2	0.0628764735086232	0.00821484659943585	red
AMIT_DELAYED_EARLY_GENES	cell_line1	0.311220039355228	0.0132869361536404	red
AMIT_DELAYED_EARLY_GENES	cell_line2	0.366057922969407	0.00711017022465667	red
AMIT_EGF_RESPONSE_120_HELA	cell_line1	0.19431655180056	0.00889324805309617	red
AMIT_EGF_RESPONSE_120_HELA	cell_line2	0.262923343266129	0.00528392969274769	red
AMIT_EGF_RESPONSE_120_MCF10A	cell_line1	0.227796748977474	0.00831470395359549	red
AMIT_EGF_RESPONSE_120_MCF10A	cell_line2	0.2549748399027	0.00233493481060603	red
AMIT_EGF_RESPONSE_20_HELA	cell_line1	0.169463858597168	0.00565188072853947	red
AMIT_EGF_RESPONSE_20_HELA	cell_line2	0.261655056045246	0.0062495546595349	red
AMIT_EGF_RESPONSE_20_MCF10A	cell_line1	0.261328766437719	0.0126939905747019	red
AMIT_EGF_RESPONSE_20_MCF10A	cell_line2	0.406490743371379	0.0032586764802866	red
AMIT_EGF_RESPONSE_240_HELA	cell_line1	0.217106596308704	0.00760330766405319	red
AMIT_EGF_RESPONSE_240_HELA	cell_line2	0.287523580195711	0.000100190744383919	red
AMIT_EGF_RESPONSE_240_MCF10A	cell_line1	0.106179286820154	0.0115149739474854	red
AMIT_EGF_RESPONSE_240_MCF10A	cell_line2	0.162184575181603	0.00820508060564264	red
AMIT_EGF_RESPONSE_40_HELA	cell_line1	0.190497539640599	0.00386211804053694	red
AMIT_EGF_RESPONSE_40_HELA	cell_line2	0.274064613072585	0.00560992981261453	red
AMIT_EGF_RESPONSE_40_MCF10A	cell_line1	0.239985146687673	0.0198405591813179	red
AMIT_EGF_RESPONSE_40_MCF10A	cell_line2	0.316537031436636	0.00295708102971409	red
AMIT_EGF_RESPONSE_480_HELA	cell_line1	0.243051266594854	0.00315595918308718	red
AMIT_EGF_RESPONSE_480_HELA	cell_line2	0.321210739836514	0.00721513277572204	red
AMIT_EGF_RESPONSE_480_MCF10A	cell_line1	0.158317492805395	0.00389275481491704	red
AMIT_EGF_RESPONSE_480_MCF10A	cell_line2	0.175750184488223	0.00499155604802101	red
AMIT_EGF_RESPONSE_60_HELA	cell_line1	0.229002705611924	0.012718667180354	red
AMIT_EGF_RESPONSE_60_HELA	cell_line2	0.320849934886047	0.0116824198560874	red
AMIT_EGF_RESPONSE_60_MCF10A	cell_line1	0.225779502305662	0.00562919241774258	red
AMIT_EGF_RESPONSE_60_MCF10A	cell_line2	0.297422848047574	0.0028499054819582	red
AMIT_SERUM_RESPONSE_120_MCF10A	cell_line1	0.223769973271315	0.00927456109575677	red
AMIT_SERUM_RESPONSE_120_MCF10A	cell_line2	0.240412806717053	0.000282473800162452	red
AMIT_SERUM_RESPONSE_20_MCF10A	cell_line1	0.130310334652894	0.00045945367948921	red
AMIT_SERUM_RESPONSE_20_MCF10A	cell_line2	0.203891843648656	0.001277635566367	red
AMIT_SERUM_RESPONSE_240_MCF10A	cell_line1	0.14157738065894	0.00748647215024238	red
AMIT_SERUM_RESPONSE_240_MCF10A	cell_line2	0.162276742529079	8.11721581319582e-05	red
AMIT_SERUM_RESPONSE_40_MCF10A	cell_line1	0.142052876607056	0.0114702550166758	red
AMIT_SERUM_RESPONSE_40_MCF10A	cell_line2	0.239228502997742	0.00139953618892614	red
AMIT_SERUM_RESPONSE_480_MCF10A	cell_line1	0.256325606660004	0.00468647194516896	red
AMIT_SERUM_RESPONSE_480_MCF10A	cell_line2	0.244384046118008	0.000811015035774323	red
AMIT_SERUM_RESPONSE_60_MCF10A	cell_line1	0.114582096117121	0.00017628716874145	red
AMIT_SERUM_RESPONSE_60_MCF10A	cell_line2	0.19943155737894	0.0010616461720858	red
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	cell_line1	0.24810413640504	0.00741512809526115	red
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	cell_line2	0.329760572406373	0.000486857572002208	red
AMUNDSON_RESPONSE_TO_ARSENITE	cell_line1	0.147057983006945	0.00173232555225722	red
AMUNDSON_RESPONSE_TO_ARSENITE	cell_line2	0.206943697787867	0.00446449283856867	red
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	cell_line1	-0.0164525883107864	0.00605692956712199	blue
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	cell_line2	0.200318374630377	0.00344209126692521	red
ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	cell_line1	-0.0178757644774749	0.00625040186251849	blue
ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	cell_line2	-0.029608293387065	0.00935514005084239	blue
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	cell_line1	0.0222683733819429	0.00619354286223697	red
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	cell_line2	-0.0376781289127606	3.88331375105562e-05	blue
ANDERSEN_LIVER_CANCER_KRT19_DN	cell_line1	0.0238158114189831	0.00275030866692067	red
ANDERSEN_LIVER_CANCER_KRT19_DN	cell_line2	0.0406353487351663	0.00837005087483249	red
ANDERSEN_LIVER_CANCER_KRT19_UP	cell_line1	0.41097975137396	0.0157253481918397	red
ANDERSEN_LIVER_CANCER_KRT19_UP	cell_line2	0.371165012324899	0.000486010804182555	red
APPEL_IMATINIB_RESPONSE	cell_line1	0.117346522916359	0.0199644779750377	red
APPEL_IMATINIB_RESPONSE	cell_line2	0.188364188619299	0.00181139542517304	red
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	cell_line1	0.308477551187539	0.0046068543761662	red
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	cell_line2	0.332445044080491	0.000213755752973951	red
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	cell_line1	0.246510693104145	0.00284905931827449	red
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	cell_line2	0.226904934037515	0.00196697426671742	red
APRELIKOVA_BRCA1_TARGETS	cell_line1	0.299326813193755	0.00232312107796722	red
APRELIKOVA_BRCA1_TARGETS	cell_line2	0.285243164945591	0.00181184568916328	red
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	cell_line1	-0.0121945577985676	0.00552689668597316	blue
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	cell_line2	-0.00460102160949724	0.000634411924365647	blue
ASTIER_INTEGRIN_SIGNALING	cell_line1	0.111614496126746	0.00400757364281477	red
ASTIER_INTEGRIN_SIGNALING	cell_line2	0.129018866546511	0.00754560615063406	red
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	cell_line1	0.08924935769353	0.000649013073230442	red
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	cell_line2	0.114388590757506	0.000362139311457966	red
ASTON_MAJOR_DEPRESSIVE_DISORDER_UP	cell_line1	0.042400785546978	0.00398750815212974	red
ASTON_MAJOR_DEPRESSIVE_DISORDER_UP	cell_line2	0.0680341568692201	0.00962402396174998	red
AUJLA_IL22_AND_IL17A_SIGNALING	cell_line1	-0.0256768986713942	0.00512588532889384	blue
AUJLA_IL22_AND_IL17A_SIGNALING	cell_line2	-0.357796881855898	0.023268631102156	blue
AUNG_GASTRIC_CANCER	cell_line1	0.112032976379379	0.000844283085510864	red
AUNG_GASTRIC_CANCER	cell_line2	0.213188988477193	0.0038365581808994	red
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN	cell_line1	-0.0154593718155314	0.00685558476268124	blue
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN	cell_line2	0.0088181550497371	0.0012680160267089	red
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	cell_line1	0.0766684978182186	0.00209816351689989	red
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	cell_line2	0.177350248778074	8.48105648610106e-05	red
AZARE_STAT3_TARGETS	cell_line1	0.251555832603656	0.00022163535277222	red
AZARE_STAT3_TARGETS	cell_line2	0.296870821566681	0.00153448561722125	red
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	cell_line1	0.0875938010855751	0.0131736555853142	red
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	cell_line2	0.275486123954	0.00217071276730477	red
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	cell_line1	0.0732911723859981	0.00782148471010605	red
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	cell_line2	0.165838013202429	0.0104627547490557	red
BAELDE_DIABETIC_NEPHROPATHY_DN	cell_line1	0.125845372884171	0.00251569003866019	red
BAELDE_DIABETIC_NEPHROPATHY_DN	cell_line2	0.192998991849117	0.00790482366728542	red
BAELDE_DIABETIC_NEPHROPATHY_UP	cell_line1	0.0173029802360488	0.00103851507198532	red
BAELDE_DIABETIC_NEPHROPATHY_UP	cell_line2	0.00356560675068575	0.00661907312856426	red
BAE_BRCA1_TARGETS_DN	cell_line1	0.160049980121876	0.00239557102623097	red
BAE_BRCA1_TARGETS_DN	cell_line2	0.209103036053595	0.00666306782566377	red
BAE_BRCA1_TARGETS_UP	cell_line1	0.185886611098847	0.000777634291997646	red
BAE_BRCA1_TARGETS_UP	cell_line2	0.238992807691712	0.000770241831917112	red
BAKER_HEMATOPOESIS_STAT1_TARGETS	cell_line1	0.0737317223983432	0.0143990828922827	red
BAKER_HEMATOPOESIS_STAT1_TARGETS	cell_line2	0.139437152068056	0.00677037223981146	red
BAKER_HEMATOPOESIS_STAT5_TARGETS	cell_line1	0.296648408873158	0.00692495549102739	red
BAKER_HEMATOPOESIS_STAT5_TARGETS	cell_line2	0.221724048235987	0.00850494725795723	red
BAKER_HEMATOPOIESIS_STAT3_TARGETS	cell_line1	0.242638963921015	0.00937130728624933	red
BAKER_HEMATOPOIESIS_STAT3_TARGETS	cell_line2	0.254374237812361	0.00235150017635088	red
BAKKER_FOXO3_TARGETS_DN	cell_line1	0.127920656384502	0.00117711930733025	red
BAKKER_FOXO3_TARGETS_DN	cell_line2	0.173013173525488	0.00113732486877059	red
BAKKER_FOXO3_TARGETS_UP	cell_line1	0.11742516742873	0.000930323342565617	red
BAKKER_FOXO3_TARGETS_UP	cell_line2	0.126013799213793	0.0030231880933841	red
BALDWIN_PRKCI_TARGETS_UP	cell_line1	0.213939829392302	0.00276078838308869	red
BALDWIN_PRKCI_TARGETS_UP	cell_line2	0.241275645183987	0.00482957132932129	red
BALLIF_DEVELOPMENTAL_DISABILITY_P16_P12_DELETION	cell_line1	-0.143923649378347	0.0203974750268639	blue
BALLIF_DEVELOPMENTAL_DISABILITY_P16_P12_DELETION	cell_line2	-0.10867679996967	0.0106508984341378	blue
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN	cell_line1	0.0151518895989865	0.0014211252595759	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN	cell_line2	0.0901048152979548	0.00766206571548528	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP	cell_line1	0.274923241087536	0.00722038964610813	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP	cell_line2	0.233536567642284	0.00648108191494502	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN	cell_line1	0.0856119736184928	0.00337933836630849	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN	cell_line2	0.141628958648101	0.00679034846373895	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	cell_line1	0.00116804290361452	0.0258454927094783	red
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	cell_line2	0.29787778939077	0.00260454699409492	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN	cell_line1	0.217188731770593	0.00282782660218806	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN	cell_line2	0.243004890599468	0.00992939189082458	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP	cell_line1	0.204166977465277	0.00168368608899602	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP	cell_line2	0.180207172467077	0.00250837136433298	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	cell_line1	0.200410796492445	0.00302768519081772	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	cell_line2	0.242839328539384	0.00337305479161952	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	cell_line1	0.0428318933054429	0.00909804759811377	red
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	cell_line2	0.00468906272378639	0.00590993961951115	red
BARIS_THYROID_CANCER_DN	cell_line1	0.155339891334622	4.84847878139115e-05	red
BARIS_THYROID_CANCER_DN	cell_line2	0.212363052569232	0.00304889601774781	red
BARIS_THYROID_CANCER_UP	cell_line1	0.288445670504409	0.00506762245709562	red
BARIS_THYROID_CANCER_UP	cell_line2	0.258784321007342	0.00830921145712751	red
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	cell_line1	0.197034434871763	0.000343317544572473	red
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	cell_line2	0.284780407178398	0.00484996831807601	red
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	cell_line1	-0.00251834582975525	0.00106463926689126	blue
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	cell_line2	-0.025171004976425	0.0104702671435605	blue
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN	cell_line1	0.114394648502715	0.00553972053085725	red
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN	cell_line2	0.135757876348369	0.00584273375209212	red
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	cell_line1	0.297177128413944	0.00299368854997735	red
BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP	cell_line2	0.231957964153784	0.0176899394736964	red
BARRIER_COLON_CANCER_RECURRENCE_DN	cell_line1	0.135752865899844	0.00496488798697999	red
BARRIER_COLON_CANCER_RECURRENCE_DN	cell_line2	0.22257591008969	0.00428753236307465	red
BARRIER_COLON_CANCER_RECURRENCE_UP	cell_line1	0.170604105791868	0.00313896396352551	red
BARRIER_COLON_CANCER_RECURRENCE_UP	cell_line2	0.146088963388785	0.00995482486875764	red
BASAKI_YBX1_TARGETS_DN	cell_line1	0.0493782338356991	0.00087758322640094	red
BASAKI_YBX1_TARGETS_DN	cell_line2	0.0901516491186131	0.0136419860483796	red
BASAKI_YBX1_TARGETS_UP	cell_line1	0.298636265077957	0.00246212338693992	red
BASAKI_YBX1_TARGETS_UP	cell_line2	0.287445591227083	0.00104391748570463	red
BASSO_B_LYMPHOCYTE_NETWORK	cell_line1	0.268326275084001	0.0049614879543474	red
BASSO_B_LYMPHOCYTE_NETWORK	cell_line2	0.266321515432823	0.00341980571641313	red
BASSO_CD40_SIGNALING_DN	cell_line1	0.0651870538466314	0.00503948215089831	red
BASSO_CD40_SIGNALING_DN	cell_line2	0.0107671582862807	0.00342600872215734	red
BASSO_CD40_SIGNALING_UP	cell_line1	0.0610973349860974	0.00687543693034463	red
BASSO_CD40_SIGNALING_UP	cell_line2	0.106250032164295	0.0049298786611627	red
BASSO_HAIRY_CELL_LEUKEMIA_UP	cell_line1	0.120846491866428	0.00034850240910479	red
BASSO_HAIRY_CELL_LEUKEMIA_UP	cell_line2	0.194120386756551	0.00350199846844497	red
BAUS_TFF2_TARGETS_DN	cell_line1	0.245057019333961	8.76661767607312e-05	red
BAUS_TFF2_TARGETS_DN	cell_line2	0.203713728438299	0.00135007734210559	red
BAUS_TFF2_TARGETS_UP	cell_line1	-0.113828281002493	0.0382893893747338	blue
BAUS_TFF2_TARGETS_UP	cell_line2	0.217197647520269	0.00449545370198174	red
BECKER_TAMOXIFEN_RESISTANCE_DN	cell_line1	0.156692836050337	0.00291999471823525	red
BECKER_TAMOXIFEN_RESISTANCE_DN	cell_line2	0.179625381353696	0.0117459179938247	red
BECKER_TAMOXIFEN_RESISTANCE_UP	cell_line1	0.215004215322781	0.00222012591039456	red
BECKER_TAMOXIFEN_RESISTANCE_UP	cell_line2	0.242248746568127	0.00468303122907134	red
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3	cell_line1	-0.0647549868145095	0.0105588887018266	blue
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3	cell_line2	-0.00972352058843725	0.0109672171050004	blue
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	cell_line1	0.152539997497161	0.00217724417261338	red
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	cell_line2	0.188906311619146	0.00916418741972023	red
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	cell_line1	-0.0745292933184022	0.00851535948557772	blue
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	cell_line2	0.00214562166875525	0.0166755324031063	red
BEIER_GLIOMA_STEM_CELL_DN	cell_line1	0.000844743389107144	0.0276796151764109	red
BEIER_GLIOMA_STEM_CELL_DN	cell_line2	0.0590730360247127	0.00291525976909773	red
BEIER_GLIOMA_STEM_CELL_UP	cell_line1	-0.0869144180058961	0.00175711443569272	blue
BEIER_GLIOMA_STEM_CELL_UP	cell_line2	-0.10712939249941	0.00230286007850808	blue
BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE	cell_line1	0.268758633186258	0.00240397305383783	red
